0.800000, 49998, 10
7.900000, 99998, 10
0.100000, 149998, 10
2.600000, 199998, 10
5.300000, 249998, 10
7.100000, 299998, 10
11.300000, 349998, 10
7.400000, 399998, 10
18.300000, 449998, 10
19.900000, 499998, 10
27.100000, 549998, 10
23.800000, 599998, 10
22.900000, 649998, 10
34.400000, 699998, 10
33.500000, 749998, 10
41.000000, 799998, 10
49.500000, 849998, 10
49.400000, 899998, 10
46.500000, 949998, 10
55.400000, 999998, 10
60.200000, 1049998, 10
54.900000, 1099998, 10
57.900000, 1149998, 10
56.900000, 1199998, 10
68.100000, 1249998, 10
59.200000, 1299998, 10
70.200000, 1349998, 10
69.300000, 1399998, 10
59.800000, 1449998, 10
73.700000, 1499998, 10
70.500000, 1549998, 10
87.300000, 1599998, 10
89.700000, 1649998, 10
111.000000, 1699998, 10
94.400000, 1749998, 10
76.500000, 1799998, 10
76.300000, 1849998, 10
129.400000, 1899998, 10
101.600000, 1949998, 10
123.200000, 1999998, 10
104.000000, 2049998, 10
147.400000, 2099998, 10
134.500000, 2149998, 10
169.700000, 2199998, 10
150.900000, 2249998, 10
148.300000, 2299998, 10
106.300000, 2349998, 10
198.100000, 2399998, 10
152.800000, 2449998, 10
224.700000, 2499998, 10
50.400000, 2549998, 10
163.800000, 2599998, 10
164.200000, 2649998, 10
188.500000, 2699998, 10
164.100000, 2749998, 10
158.100000, 2799998, 10
223.400000, 2849998, 10
148.700000, 2899998, 10
106.000000, 2949998, 10
174.800000, 2999998, 10
264.300000, 3049998, 10
198.100000, 3099998, 10
214.800000, 3149998, 10
166.100000, 3199998, 10
219.000000, 3249998, 10
121.100000, 3299998, 10
238.900000, 3349998, 10
191.900000, 3399998, 10
54.900000, 3449998, 10
242.200000, 3499998, 10
244.500000, 3549998, 10
129.900000, 3599998, 10
242.200000, 3649998, 10
270.600000, 3699998, 10
226.300000, 3749998, 10
186.100000, 3799998, 10
220.300000, 3849998, 10
150.400000, 3899998, 10
154.900000, 3949998, 10
179.500000, 3999998, 10
217.000000, 4049998, 10
242.800000, 4099998, 10
228.600000, 4149998, 10
266.700000, 4199998, 10
244.400000, 4249998, 10
270.500000, 4299998, 10
151.700000, 4349998, 10
209.800000, 4399998, 10
278.100000, 4449998, 10
263.600000, 4499998, 10
79.700000, 4549998, 10
210.300000, 4599998, 10
182.600000, 4649998, 10
236.300000, 4699998, 10
224.800000, 4749998, 10
46.300000, 4799998, 10
114.500000, 4849998, 10
170.300000, 4899998, 10
221.900000, 4949998, 10
220.300000, 4999998, 10
254.300000, 5049998, 10
268.900000, 5099998, 10
249.500000, 5149998, 10
134.600000, 5199998, 10
201.300000, 5249998, 10
253.800000, 5299998, 10
190.600000, 5349998, 10
252.300000, 5399998, 10
170.500000, 5449998, 10
245.600000, 5499998, 10
94.100000, 5549998, 10
183.100000, 5599998, 10
266.200000, 5649998, 10
184.700000, 5699998, 10
263.200000, 5749998, 10
178.900000, 5799998, 10
183.800000, 5849998, 10
243.000000, 5899998, 10
137.800000, 5949998, 10
223.200000, 5999998, 10
264.800000, 6049998, 10
272.200000, 6099998, 10
258.200000, 6149998, 10
190.800000, 6199998, 10
200.200000, 6249998, 10
245.100000, 6299998, 10
273.500000, 6349998, 10
224.200000, 6399998, 10
144.200000, 6449998, 10
190.100000, 6499998, 10
129.600000, 6549998, 10
177.800000, 6599998, 10
229.600000, 6649998, 10
272.700000, 6699998, 10
235.400000, 6749998, 10
216.400000, 6799998, 10
249.300000, 6849998, 10
251.300000, 6899998, 10
205.800000, 6949998, 10
226.100000, 6999998, 10
239.600000, 7049998, 10
302.400000, 7099998, 10
0.500000, 49998, 10
8.600000, 49998, 10
0.500000, 49998, 10
9.000000, 49998, 10
0.000000, 99998, 10
9.000000, 49998, 10
2.700000, 99998, 10
0.200000, 149998, 10
0.000000, 199998, 10
5.600000, 249998, 10
6.200000, 299998, 10
9.300000, 349998, 10
8.900000, 399998, 10
15.600000, 449998, 10
16.900000, 499998, 10
21.400000, 549998, 10
22.800000, 599998, 10
25.900000, 649998, 10
32.000000, 699998, 10
32.800000, 749998, 10
37.100000, 799998, 10
32.100000, 849998, 10
41.600000, 899998, 10
52.000000, 949998, 10
49.100000, 999998, 10
48.400000, 1049998, 10
46.900000, 1099998, 10
52.100000, 1149998, 10
54.800000, 1199998, 10
57.400000, 1249998, 10
65.700000, 1299998, 10
74.300000, 1349998, 10
70.500000, 1399998, 10
73.700000, 1449998, 10
82.200000, 1499998, 10
79.400000, 1549998, 10
85.000000, 1599998, 10
97.800000, 1649998, 10
99.600000, 1699998, 10
105.500000, 1749998, 10
131.400000, 1799998, 10
122.600000, 1849998, 10
136.900000, 1899998, 10
93.000000, 1949998, 10
158.700000, 1999998, 10
158.400000, 2049998, 10
164.900000, 2099998, 10
176.100000, 2149998, 10
140.000000, 2199998, 10
197.800000, 2249998, 10
218.800000, 2299998, 10
175.400000, 2349998, 10
153.800000, 2399998, 10
231.700000, 2449998, 10
229.500000, 2499998, 10
199.100000, 2549998, 10
266.700000, 2599998, 10
233.400000, 2649998, 10
200.100000, 2699998, 10
165.800000, 2749998, 10
269.500000, 2799998, 10
199.000000, 2849998, 10
180.800000, 2899998, 10
246.600000, 2949998, 10
234.400000, 2999998, 10
117.600000, 3049998, 10
250.000000, 3099998, 10
214.500000, 3149998, 10
271.100000, 3199998, 10
245.300000, 3249998, 10
116.500000, 3299998, 10
175.000000, 3349998, 10
186.800000, 3399998, 10
224.500000, 3449998, 10
272.300000, 3499998, 10
249.800000, 3549998, 10
236.100000, 3599998, 10
184.100000, 3649998, 10
278.500000, 3699998, 10
245.500000, 3749998, 10
261.300000, 3799998, 10
209.900000, 3849998, 10
291.900000, 3899998, 10
230.500000, 3949998, 10
238.800000, 3999998, 10
186.900000, 4049998, 10
147.900000, 4099998, 10
276.500000, 4149998, 10
203.700000, 4199998, 10
268.000000, 4249998, 10
187.300000, 4299998, 10
242.400000, 4349998, 10
227.500000, 4399998, 10
243.200000, 4449998, 10
222.200000, 4499998, 10
206.100000, 4549998, 10
154.600000, 4599998, 10
242.200000, 4649998, 10
269.900000, 4699998, 10
216.500000, 4749998, 10
228.900000, 4799998, 10
224.300000, 4849998, 10
222.600000, 4899998, 10
156.900000, 4949998, 10
225.500000, 4999998, 10
261.000000, 5049998, 10
101.600000, 5099998, 10
262.000000, 5149998, 10
216.000000, 5199998, 10
191.900000, 5249998, 10
131.600000, 5299998, 10
197.000000, 5349998, 10
300.100000, 5399998, 10
307.300000, 5449998, 10
326.200000, 5499998, 10
252.800000, 5549998, 10
277.400000, 5599998, 10
295.100000, 5649998, 10
300.000000, 5699998, 10
238.700000, 5749998, 10
221.100000, 5799998, 10
152.600000, 5849998, 10
116.800000, 5899998, 10
161.000000, 5949998, 10
117.800000, 5999998, 10
168.900000, 6049998, 10
218.600000, 6099998, 10
175.800000, 6149998, 10
234.700000, 6199998, 10
207.800000, 6249998, 10
